ad_date,campaign_id,campaign_name,objective,spend,impressions,clicks,purchases,purchase_value,platform,channel
2016-10-03,META_CAMP_3,Retargeting - Website,conversions,25.223970232632702,4203,48,1,58.59476122984686,Instagram,Meta
2016-10-03,META_CAMP_4,Retargeting - Cart,conversions,20.07702283909193,3109,38,1,60.251122028167785,Facebook,Meta
2016-10-04,META_CAMP_1,Prospecting - Broad,conversions,340.38038323521977,20819,214,7,1181.5368519496442,Instagram,Meta
2016-10-04,META_CAMP_2,Prospecting - Lookalike,conversions,396.51923105066106,19617,292,7,1320.9397263148333,Facebook,Meta
2016-10-04,META_CAMP_3,Retargeting - Website,conversions,470.5097699651101,17993,228,6,1072.932420483529,Instagram,Meta
2016-10-04,META_CAMP_4,Retargeting - Cart,conversions,520.6560585968415,40930,340,7,1206.1741805404567,Facebook,Meta
2016-10-05,META_CAMP_1,Prospecting - Broad,conversions,372.0419740143544,18179,187,5,1058.3095769888425,Instagram,Meta
2016-10-05,META_CAMP_2,Prospecting - Lookalike,conversions,322.1078624104757,11324,140,4,860.8219210277126,Facebook,Meta
2016-10-05,META_CAMP_3,Retargeting - Website,conversions,413.6310655918652,20847,175,5,1063.7825445781311,Instagram,Meta
2016-10-05,META_CAMP_4,Retargeting - Cart,conversions,341.82508469872585,19591,160,4,905.7022049615073,Facebook,Meta
2016-10-06,META_CAMP_1,Prospecting - Broad,conversions,235.61629853967244,18116,202,5,821.2576646530614,Instagram,Meta
2016-10-06,META_CAMP_2,Prospecting - Lookalike,conversions,304.84750532587725,26915,278,6,1123.9010781625157,Facebook,Meta
2016-10-06,META_CAMP_3,Retargeting - Website,conversions,396.6187721831231,21232,235,6,1129.6354321014278,Instagram,Meta
2016-10-06,META_CAMP_4,Retargeting - Cart,conversions,294.75630333841383,28357,279,6,1075.7949543890552,Facebook,Meta
2016-10-07,META_CAMP_1,Prospecting - Broad,conversions,296.506311765297,17371,159,5,804.8346932843051,Instagram,Meta
2016-10-07,META_CAMP_2,Prospecting - Lookalike,conversions,250.37883836075045,9046,116,4,741.6970271022194,Facebook,Meta
2016-10-07,META_CAMP_3,Retargeting - Website,conversions,359.4001509664223,12498,145,5,920.6561016267042,Instagram,Meta
2016-10-07,META_CAMP_4,Retargeting - Cart,conversions,262.40308367635066,16168,152,5,846.1874056683969,Facebook,Meta
2016-10-08,META_CAMP_1,Prospecting - Broad,conversions,229.3952256878075,13480,138,4,863.9872466885794,Instagram,Meta
2016-10-08,META_CAMP_2,Prospecting - Lookalike,conversions,314.40782289815763,10788,131,4,995.2859311136547,Facebook,Meta
2016-10-08,META_CAMP_3,Retargeting - Website,conversions,300.503019477795,19399,165,4,833.1453831516341,Instagram,Meta
2016-10-08,META_CAMP_4,Retargeting - Cart,conversions,352.54455489132624,18822,170,5,1141.0132417970244,Facebook,Meta
2016-10-09,META_CAMP_1,Prospecting - Broad,conversions,163.00176116974762,13157,112,3,390.6619338919063,Instagram,Meta
2016-10-09,META_CAMP_2,Prospecting - Lookalike,conversions,124.66283207828762,8037,110,3,451.51064288898624,Facebook,Meta
2016-10-09,META_CAMP_3,Retargeting - Website,conversions,132.6615590074832,7236,96,3,398.6392717718183,Instagram,Meta
2016-10-09,META_CAMP_4,Retargeting - Cart,conversions,147.32684668440905,9342,124,3,430.0411115907449,Facebook,Meta
2016-10-10,META_CAMP_1,Prospecting - Broad,conversions,154.68094475659387,12371,161,4,485.29346882868623,Instagram,Meta
2016-10-10,META_CAMP_2,Prospecting - Lookalike,conversions,132.6143294368028,9302,118,4,424.3199935717693,Facebook,Meta
2016-10-10,META_CAMP_3,Retargeting - Website,conversions,240.42628648407126,21166,240,5,556.5486951456621,Instagram,Meta
2016-10-10,META_CAMP_4,Retargeting - Cart,conversions,159.09881934398692,14645,183,5,523.7831528935975,Facebook,Meta
2016-10-22,META_CAMP_1,Prospecting - Broad,conversions,0.0,0,0,0,0.0,Instagram,Meta
2016-10-22,META_CAMP_2,Prospecting - Lookalike,conversions,0.0,0,0,0,0.0,Facebook,Meta
2016-10-22,META_CAMP_3,Retargeting - Website,conversions,0.0,0,0,0,0.0,Instagram,Meta
2016-10-22,META_CAMP_4,Retargeting - Cart,conversions,0.0,0,0,0,0.0,Facebook,Meta
2016-12-23,META_CAMP_1,Prospecting - Broad,conversions,0.5777747937984663,0,0,0,1.7818583583846999,Instagram,Meta
2016-12-23,META_CAMP_2,Prospecting - Lookalike,conversions,0.6137129178283937,0,0,0,1.860944391024886,Facebook,Meta
2016-12-23,META_CAMP_3,Retargeting - Website,conversions,0.7205899981246086,0,0,0,1.7500259778159284,Instagram,Meta
2016-12-23,META_CAMP_4,Retargeting - Cart,conversions,0.5685456125553177,0,0,0,1.956111790859072,Facebook,Meta
2017-01-05,META_CAMP_1,Prospecting - Broad,conversions,27.406180024945453,9931,140,3,72.1948670004505,Instagram,Meta
2017-01-05,META_CAMP_2,Prospecting - Lookalike,conversions,23.068327775067306,14236,148,3,69.08301361385213,Facebook,Meta
2017-01-05,META_CAMP_3,Retargeting - Website,conversions,31.590026150645702,8664,116,4,83.8664191786707,Instagram,Meta
2017-01-05,META_CAMP_4,Retargeting - Cart,conversions,29.55445490481008,9808,117,3,71.34815970139655,Facebook,Meta
2017-01-06,META_CAMP_1,Prospecting - Broad,conversions,30.20805834951163,0,0,0,96.88607339626917,Instagram,Meta
2017-01-06,META_CAMP_2,Prospecting - Lookalike,conversions,46.6070363608221,0,0,0,106.58708818988627,Facebook,Meta
2017-01-06,META_CAMP_3,Retargeting - Website,conversions,26.98697643977218,0,0,0,91.69722223967717,Instagram,Meta
2017-01-06,META_CAMP_4,Retargeting - Cart,conversions,42.90929183461318,0,0,0,116.20432120523508,Facebook,Meta
2017-01-07,META_CAMP_1,Prospecting - Broad,conversions,59.42472292916586,0,0,0,130.74719699532017,Instagram,Meta
2017-01-07,META_CAMP_2,Prospecting - Lookalike,conversions,59.74097684521375,0,0,0,180.28671557480686,Facebook,Meta
2017-01-07,META_CAMP_3,Retargeting - Website,conversions,74.12503957411357,0,0,0,168.63172638102,Instagram,Meta
2017-01-07,META_CAMP_4,Retargeting - Cart,conversions,52.04239600110101,0,0,0,137.48931198892498,Facebook,Meta
2017-01-08,META_CAMP_1,Prospecting - Broad,conversions,21.316968249913028,2609,38,1,71.01028268825432,Instagram,Meta
2017-01-08,META_CAMP_2,Prospecting - Lookalike,conversions,41.56014879890582,2562,30,1,95.60095136199577,Facebook,Meta
2017-01-08,META_CAMP_3,Retargeting - Website,conversions,26.052817097623556,2763,34,1,92.30360917372548,Instagram,Meta
2017-01-08,META_CAMP_4,Retargeting - Cart,conversions,42.144781393713366,2637,30,1,92.97610275478841,Facebook,Meta
2017-01-09,META_CAMP_1,Prospecting - Broad,conversions,34.74887866611895,3928,34,1,90.17049735793995,Instagram,Meta
2017-01-09,META_CAMP_2,Prospecting - Lookalike,conversions,20.653165640134645,0,0,0,69.92018712054639,Facebook,Meta
2017-01-09,META_CAMP_3,Retargeting - Website,conversions,28.891358826001653,3099,41,1,78.18094842805591,Instagram,Meta
2017-01-09,META_CAMP_4,Retargeting - Cart,conversions,30.10330213599351,0,0,0,71.1349404484803,Facebook,Meta
2017-01-10,META_CAMP_1,Prospecting - Broad,conversions,67.83323844006189,2958,30,1,188.33045786123586,Instagram,Meta
2017-01-10,META_CAMP_2,Prospecting - Lookalike,conversions,66.17012208562355,2308,32,1,174.20139942228704,Facebook,Meta
2017-01-10,META_CAMP_3,Retargeting - Website,conversions,44.23858950386891,3879,33,1,156.9735143640401,Instagram,Meta
2017-01-10,META_CAMP_4,Retargeting - Cart,conversions,52.27823602913683,2894,41,1,141.22216149570843,Facebook,Meta
2017-01-11,META_CAMP_1,Prospecting - Broad,conversions,87.70671926513599,4491,44,1,303.6662684972321,Instagram,Meta
2017-01-11,META_CAMP_2,Prospecting - Lookalike,conversions,84.17354800815782,2634,32,1,305.2970740953313,Facebook,Meta
2017-01-11,META_CAMP_3,Retargeting - Website,conversions,121.53656634208296,2543,37,1,351.7399333041251,Instagram,Meta
2017-01-11,META_CAMP_4,Retargeting - Cart,conversions,93.31996463995259,3373,43,1,341.16930142207036,Facebook,Meta
2017-01-12,META_CAMP_1,Prospecting - Broad,conversions,107.80401227617507,6238,68,2,302.251067201938,Instagram,Meta
2017-01-12,META_CAMP_2,Prospecting - Lookalike,conversions,70.3544067447316,3820,49,1,263.30315891450846,Facebook,Meta
2017-01-12,META_CAMP_3,Retargeting - Website,conversions,98.25985391313844,3843,40,1,230.2093996262748,Instagram,Meta
2017-01-12,META_CAMP_4,Retargeting - Cart,conversions,86.66384300294838,3722,37,1,285.9240223700669,Facebook,Meta
2017-01-13,META_CAMP_1,Prospecting - Broad,conversions,107.90445689413566,3005,45,1,322.64538251462426,Instagram,Meta
2017-01-13,META_CAMP_2,Prospecting - Lookalike,conversions,107.02688667926677,2188,29,1,301.84130233095436,Facebook,Meta
2017-01-13,META_CAMP_3,Retargeting - Website,conversions,100.76991999279274,3436,43,1,323.7071446241218,Instagram,Meta
2017-01-13,META_CAMP_4,Retargeting - Cart,conversions,88.63179093347503,4386,46,1,294.8045234020896,Facebook,Meta
2017-01-14,META_CAMP_1,Prospecting - Broad,conversions,72.77255705570042,10426,87,2,160.60766758586337,Instagram,Meta
2017-01-14,META_CAMP_2,Prospecting - Lookalike,conversions,62.92938818824904,7667,63,2,155.25466318374737,Facebook,Meta
2017-01-14,META_CAMP_3,Retargeting - Website,conversions,39.70272559231928,6398,76,2,132.6417909959366,Instagram,Meta
2017-01-14,META_CAMP_4,Retargeting - Cart,conversions,42.03013524112195,5250,70,2,137.2795280191131,Facebook,Meta
2017-01-15,META_CAMP_1,Prospecting - Broad,conversions,60.40278035319033,4166,49,1,226.24924519787473,Instagram,Meta
2017-01-15,META_CAMP_2,Prospecting - Lookalike,conversions,83.13610382301172,6986,97,2,284.130975200265,Facebook,Meta
2017-01-15,META_CAMP_3,Retargeting - Website,conversions,68.07370305264342,4494,37,1,253.31833707847284,Instagram,Meta
2017-01-15,META_CAMP_4,Retargeting - Cart,conversions,81.79740594075861,2934,31,1,271.89987801985575,Facebook,Meta
2017-01-16,META_CAMP_1,Prospecting - Broad,conversions,168.3658351220276,6212,60,2,450.69573169653216,Instagram,Meta
2017-01-16,META_CAMP_2,Prospecting - Lookalike,conversions,151.6318790929037,8445,94,2,359.15282384658826,Facebook,Meta
2017-01-16,META_CAMP_3,Retargeting - Website,conversions,110.56619749891485,8346,71,2,381.55490119194985,Instagram,Meta
2017-01-16,META_CAMP_4,Retargeting - Cart,conversions,132.96309236109272,4019,59,2,429.5557190814891,Facebook,Meta
2017-01-17,META_CAMP_1,Prospecting - Broad,conversions,164.2871072742116,12130,116,3,374.09778094274384,Instagram,Meta
2017-01-17,META_CAMP_2,Prospecting - Lookalike,conversions,126.77251592175499,6364,92,3,351.93074050156827,Facebook,Meta
2017-01-17,META_CAMP_3,Retargeting - Website,conversions,102.65610890819282,12385,136,3,382.99759329673407,Instagram,Meta
2017-01-17,META_CAMP_4,Retargeting - Cart,conversions,121.38431571129554,5907,88,3,364.2308556099399,Facebook,Meta
2017-01-18,META_CAMP_1,Prospecting - Broad,conversions,198.13377864000879,10776,128,4,573.075527163556,Instagram,Meta
2017-01-18,META_CAMP_2,Prospecting - Lookalike,conversions,188.15252930652488,8060,117,4,551.723305871665,Facebook,Meta
2017-01-18,META_CAMP_3,Retargeting - Website,conversions,205.60170952720836,16548,133,4,521.0383931937171,Instagram,Meta
2017-01-18,META_CAMP_4,Retargeting - Cart,conversions,201.74242506577428,11860,157,4,562.8475412077507,Facebook,Meta
2017-01-19,META_CAMP_1,Prospecting - Broad,conversions,174.45954112131227,6145,88,3,487.0389119710489,Instagram,Meta
2017-01-19,META_CAMP_2,Prospecting - Lookalike,conversions,171.30904519598127,13811,124,3,391.2301210624104,Facebook,Meta
2017-01-19,META_CAMP_3,Retargeting - Website,conversions,146.09782125524032,18448,160,4,500.8391398695599,Instagram,Meta
2017-01-19,META_CAMP_4,Retargeting - Cart,conversions,155.5955260172313,8932,98,3,446.00011911085625,Facebook,Meta
2017-01-20,META_CAMP_1,Prospecting - Broad,conversions,155.991136448468,6536,95,3,548.3849400419363,Instagram,Meta
2017-01-20,META_CAMP_2,Prospecting - Lookalike,conversions,158.3638816979602,10003,118,4,563.8635961378293,Facebook,Meta
2017-01-20,META_CAMP_3,Retargeting - Website,conversions,182.31337123475586,11119,130,3,462.92837798660304,Instagram,Meta
2017-01-20,META_CAMP_4,Retargeting - Cart,conversions,131.1963110479526,10459,94,3,426.61964736989086,Facebook,Meta
2017-01-21,META_CAMP_1,Prospecting - Broad,conversions,100.56841801014197,7994,64,2,297.24513386174715,Instagram,Meta
2017-01-21,META_CAMP_2,Prospecting - Lookalike,conversions,88.78537229967239,6949,95,2,320.359888912758,Facebook,Meta
2017-01-21,META_CAMP_3,Retargeting - Website,conversions,143.69334485974488,13468,116,3,365.72615839252325,Instagram,Meta
2017-01-21,META_CAMP_4,Retargeting - Cart,conversions,112.85838576968517,9970,124,3,370.68349451790874,Facebook,Meta
2017-01-22,META_CAMP_1,Prospecting - Broad,conversions,114.57982653995799,8471,122,3,363.49343078312086,Instagram,Meta
2017-01-22,META_CAMP_2,Prospecting - Lookalike,conversions,165.29312440423,9090,86,3,441.7429598797603,Facebook,Meta
2017-01-22,META_CAMP_3,Retargeting - Website,conversions,176.65292520063463,7980,101,3,427.24595418544374,Instagram,Meta
2017-01-22,META_CAMP_4,Retargeting - Cart,conversions,122.4044122277548,11461,98,3,396.9114378857901,Facebook,Meta
2017-01-23,META_CAMP_1,Prospecting - Broad,conversions,205.49080307753792,9406,115,4,694.9197424868088,Instagram,Meta
2017-01-23,META_CAMP_2,Prospecting - Lookalike,conversions,279.70457342649013,17054,156,4,756.6019200167807,Facebook,Meta
2017-01-23,META_CAMP_3,Retargeting - Website,conversions,287.17238436774863,11862,156,5,928.0642318732903,Instagram,Meta
2017-01-23,META_CAMP_4,Retargeting - Cart,conversions,265.70045932771023,14938,151,4,752.5193523560848,Facebook,Meta
2017-01-24,META_CAMP_1,Prospecting - Broad,conversions,217.1510373610246,10762,121,4,725.530065486804,Instagram,Meta
2017-01-24,META_CAMP_2,Prospecting - Lookalike,conversions,306.65854590859794,18039,220,5,772.3945074337827,Facebook,Meta
2017-01-24,META_CAMP_3,Retargeting - Website,conversions,189.29214116406692,12719,117,4,686.0598368735504,Instagram,Meta
2017-01-24,META_CAMP_4,Retargeting - Cart,conversions,316.0935453920834,16298,215,5,840.7631091850044,Facebook,Meta
2017-01-25,META_CAMP_1,Prospecting - Broad,conversions,458.30530177848976,31724,321,8,1277.9648928862514,Instagram,Meta
2017-01-25,META_CAMP_2,Prospecting - Lookalike,conversions,437.1661835519045,15115,191,6,1002.3989429918646,Facebook,Meta
2017-01-25,META_CAMP_3,Retargeting - Website,conversions,461.47468125985824,29644,270,7,1097.5803989917565,Instagram,Meta
2017-01-25,META_CAMP_4,Retargeting - Cart,conversions,337.62259012112185,16073,206,6,1021.4363090481422,Facebook,Meta
2017-01-26,META_CAMP_1,Prospecting - Broad,conversions,564.5354148134478,33718,300,8,1483.6827810018513,Instagram,Meta
2017-01-26,META_CAMP_2,Prospecting - Lookalike,conversions,379.7735133008354,23412,257,8,1343.170946259419,Facebook,Meta
2017-01-26,META_CAMP_3,Retargeting - Website,conversions,750.0302265304875,39464,384,9,1667.6992753612735,Instagram,Meta
2017-01-26,META_CAMP_4,Retargeting - Cart,conversions,572.6349358266813,32556,431,9,1607.1288527923484,Facebook,Meta
2017-01-27,META_CAMP_1,Prospecting - Broad,conversions,416.3836401846882,24913,245,6,1140.788275228408,Instagram,Meta
2017-01-27,META_CAMP_2,Prospecting - Lookalike,conversions,560.0617104118506,15594,221,6,1249.4552285539444,Facebook,Meta
2017-01-27,META_CAMP_3,Retargeting - Website,conversions,646.3710076111979,24925,355,8,1550.6372205477574,Instagram,Meta
2017-01-27,META_CAMP_4,Retargeting - Cart,conversions,430.06036092150435,25280,237,6,1230.7589029361811,Facebook,Meta
2017-01-28,META_CAMP_1,Prospecting - Broad,conversions,182.93920162129143,9352,115,3,546.729049304802,Instagram,Meta
2017-01-28,META_CAMP_2,Prospecting - Lookalike,conversions,218.7470297425917,16717,144,3,622.742955621519,Facebook,Meta
2017-01-28,META_CAMP_3,Retargeting - Website,conversions,240.10837412205765,12941,139,4,732.2105554263952,Instagram,Meta
2017-01-28,META_CAMP_4,Retargeting - Cart,conversions,180.24299200212664,6927,90,3,568.1638843570578,Facebook,Meta
2017-01-29,META_CAMP_1,Prospecting - Broad,conversions,364.20901258311085,14268,180,4,807.0427798332767,Instagram,Meta
2017-01-29,META_CAMP_2,Prospecting - Lookalike,conversions,282.43218632858736,11153,138,4,831.07146680124,Facebook,Meta
2017-01-29,META_CAMP_3,Retargeting - Website,conversions,184.51184952842348,10022,100,3,690.3693120911731,Instagram,Meta
2017-01-29,META_CAMP_4,Retargeting - Cart,conversions,271.2803101291,14277,152,4,822.1018629569124,Facebook,Meta
2017-01-30,META_CAMP_1,Prospecting - Broad,conversions,366.9789857347865,18806,164,5,1205.183807183785,Instagram,Meta
2017-01-30,META_CAMP_2,Prospecting - Lookalike,conversions,490.26204206027757,17571,229,6,1323.2085114560145,Facebook,Meta
2017-01-30,META_CAMP_3,Retargeting - Website,conversions,384.99298892428544,18912,218,6,1323.7545821560823,Instagram,Meta
2017-01-30,META_CAMP_4,Retargeting - Cart,conversions,372.49332301316707,22991,298,6,1280.1382565686404,Facebook,Meta
2017-01-31,META_CAMP_1,Prospecting - Broad,conversions,380.0560527323278,20323,198,6,1153.118065093354,Instagram,Meta
2017-01-31,META_CAMP_2,Prospecting - Lookalike,conversions,400.77982887254,25995,267,8,1507.5822684333107,Facebook,Meta
2017-01-31,META_CAMP_3,Retargeting - Website,conversions,525.9659752777623,32884,340,7,1262.7813714574313,Instagram,Meta
2017-01-31,META_CAMP_4,Retargeting - Cart,conversions,538.320364894543,33496,274,7,1198.9020398039463,Facebook,Meta
2017-02-01,META_CAMP_1,Prospecting - Broad,conversions,248.24853200185916,16655,173,6,852.0518031686919,Instagram,Meta
2017-02-01,META_CAMP_2,Prospecting - Lookalike,conversions,300.5873721173434,22315,304,8,1049.4854376445112,Facebook,Meta
2017-02-01,META_CAMP_3,Retargeting - Website,conversions,451.68957793766,20377,291,8,1080.591235601298,Instagram,Meta
2017-02-01,META_CAMP_4,Retargeting - Cart,conversions,321.29250043219247,15308,178,6,843.3711369078409,Facebook,Meta
2017-02-02,META_CAMP_1,Prospecting - Broad,conversions,501.66473758651966,20378,228,7,1117.7510655100923,Instagram,Meta
2017-02-02,META_CAMP_2,Prospecting - Lookalike,conversions,376.7144996714408,29699,244,7,1005.561669772411,Facebook,Meta
2017-02-02,META_CAMP_3,Retargeting - Website,conversions,340.4186075685676,17662,250,8,1170.0279449266043,Instagram,Meta
2017-02-02,META_CAMP_4,Retargeting - Cart,conversions,325.24582858913607,22494,182,6,985.0840245158496,Facebook,Meta
2017-02-03,META_CAMP_1,Prospecting - Broad,conversions,470.02014077507863,17861,261,7,1295.8234132318023,Instagram,Meta
2017-02-03,META_CAMP_2,Prospecting - Lookalike,conversions,417.0200194152568,19344,221,6,1165.4804074803678,Facebook,Meta
2017-02-03,META_CAMP_3,Retargeting - Website,conversions,636.2550698598053,26074,271,7,1401.1391556502265,Instagram,Meta
2017-02-03,META_CAMP_4,Retargeting - Cart,conversions,395.0837512242792,12025,174,6,1058.6983599726002,Facebook,Meta
2017-02-04,META_CAMP_1,Prospecting - Broad,conversions,487.3580809519562,28149,230,7,1576.2788048771488,Instagram,Meta
2017-02-04,META_CAMP_2,Prospecting - Lookalike,conversions,383.6785007835922,23364,282,6,1442.1366436041674,Facebook,Meta
2017-02-04,META_CAMP_3,Retargeting - Website,conversions,540.1140445803698,20519,243,8,1920.2660169054002,Instagram,Meta
2017-02-04,META_CAMP_4,Retargeting - Cart,conversions,845.6503133610299,30833,294,8,1892.3556321882406,Facebook,Meta
2017-02-05,META_CAMP_1,Prospecting - Broad,conversions,271.2207423479791,30267,333,7,986.6188719568484,Instagram,Meta
2017-02-05,META_CAMP_2,Prospecting - Lookalike,conversions,330.0481748343471,22521,283,8,1139.6951155833526,Facebook,Meta
2017-02-05,META_CAMP_3,Retargeting - Website,conversions,347.84038947153175,26203,343,9,1199.5629924489122,Instagram,Meta
2017-02-05,META_CAMP_4,Retargeting - Cart,conversions,375.00061729940694,30106,241,8,1099.7992658136548,Facebook,Meta
2017-02-06,META_CAMP_1,Prospecting - Broad,conversions,419.5155103104236,26789,390,9,1190.0851524110246,Instagram,Meta
2017-02-06,META_CAMP_2,Prospecting - Lookalike,conversions,398.7287404720718,26990,247,8,1070.4531602814995,Facebook,Meta
2017-02-06,META_CAMP_3,Retargeting - Website,conversions,437.5583734181564,29268,282,8,1008.6209585215561,Instagram,Meta
2017-02-06,META_CAMP_4,Retargeting - Cart,conversions,523.5018344950403,48759,480,10,1342.8746462660388,Facebook,Meta
2017-02-07,META_CAMP_1,Prospecting - Broad,conversions,772.3140043638857,49003,405,14,2003.8195149134579,Instagram,Meta
2017-02-07,META_CAMP_2,Prospecting - Lookalike,conversions,617.9728602375454,48864,433,12,1838.1746786733565,Facebook,Meta
2017-02-07,META_CAMP_3,Retargeting - Website,conversions,487.6308095915639,30327,452,11,1655.9508548829317,Instagram,Meta
2017-02-07,META_CAMP_4,Retargeting - Cart,conversions,561.935445036597,39876,407,11,1662.2588379341353,Facebook,Meta
2017-02-08,META_CAMP_1,Prospecting - Broad,conversions,701.933040756947,38037,335,11,1609.2173781314546,Instagram,Meta
2017-02-08,META_CAMP_2,Prospecting - Lookalike,conversions,455.2613466811805,55778,488,12,1699.2464421152201,Facebook,Meta
2017-02-08,META_CAMP_3,Retargeting - Website,conversions,456.7987734358205,36897,481,11,1693.9738017993004,Instagram,Meta
2017-02-08,META_CAMP_4,Retargeting - Cart,conversions,473.79516592637,35832,501,11,1637.5797808454552,Facebook,Meta
2017-02-09,META_CAMP_1,Prospecting - Broad,conversions,319.5750935607254,37556,368,9,1209.9511368603853,Instagram,Meta
2017-02-09,META_CAMP_2,Prospecting - Lookalike,conversions,320.09962769601674,27129,221,7,983.0809281575134,Facebook,Meta
2017-02-09,META_CAMP_3,Retargeting - Website,conversions,271.2502026397674,27087,259,7,1014.592221969627,Instagram,Meta
2017-02-09,META_CAMP_4,Retargeting - Cart,conversions,566.2584004812502,45738,384,9,1314.2676640474886,Facebook,Meta
2017-02-10,META_CAMP_1,Prospecting - Broad,conversions,620.1802785089301,35650,311,7,1727.257394002992,Instagram,Meta
2017-02-10,META_CAMP_2,Prospecting - Lookalike,conversions,537.5100902485116,21777,240,6,1376.3537276773507,Facebook,Meta
2017-02-10,META_CAMP_3,Retargeting - Website,conversions,569.1922408322603,18315,176,6,1430.569605010937,Instagram,Meta
2017-02-10,META_CAMP_4,Retargeting - Cart,conversions,726.0139196051713,23942,278,7,1760.7904644394382,Facebook,Meta
2017-02-11,META_CAMP_1,Prospecting - Broad,conversions,143.59003953972353,11765,115,4,458.8939260314314,Instagram,Meta
2017-02-11,META_CAMP_2,Prospecting - Lookalike,conversions,141.86718526931756,12548,183,5,489.4580995353306,Facebook,Meta
2017-02-11,META_CAMP_3,Retargeting - Website,conversions,180.97140802521125,15340,220,5,565.5858586183906,Instagram,Meta
2017-02-11,META_CAMP_4,Retargeting - Cart,conversions,243.79716115397468,15041,180,6,593.6803007677069,Facebook,Meta
2017-02-12,META_CAMP_1,Prospecting - Broad,conversions,532.7730312732674,24807,260,7,1863.5324602335972,Instagram,Meta
2017-02-12,META_CAMP_2,Prospecting - Lookalike,conversions,496.2043508312387,18373,196,6,1596.5511600307225,Facebook,Meta
2017-02-12,META_CAMP_3,Retargeting - Website,conversions,673.9024712967753,18469,201,7,1901.12276266353,Instagram,Meta
2017-02-12,META_CAMP_4,Retargeting - Cart,conversions,489.43130473932433,22073,289,6,1604.653622600148,Facebook,Meta
2017-02-13,META_CAMP_1,Prospecting - Broad,conversions,491.1421933273785,33419,373,8,1284.7533078194836,Instagram,Meta
2017-02-13,META_CAMP_2,Prospecting - Lookalike,conversions,540.7220221320858,20861,292,9,1488.233295092557,Facebook,Meta
2017-02-13,META_CAMP_3,Retargeting - Website,conversions,392.976613138107,25396,371,9,1441.4293156817073,Instagram,Meta
2017-02-13,META_CAMP_4,Retargeting - Cart,conversions,577.1057141901704,38158,395,9,1537.8754675719229,Facebook,Meta
2017-02-14,META_CAMP_1,Prospecting - Broad,conversions,544.9620744374234,36646,437,9,1608.7178142848934,Instagram,Meta
2017-02-14,META_CAMP_2,Prospecting - Lookalike,conversions,430.6255911595407,45468,394,8,1560.684386161525,Facebook,Meta
2017-02-14,META_CAMP_3,Retargeting - Website,conversions,391.73406605835015,23502,221,7,1305.3966448109372,Instagram,Meta
2017-02-14,META_CAMP_4,Retargeting - Cart,conversions,631.7795800702254,33320,363,8,1452.7930411230545,Facebook,Meta
